name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Touchdown","Body weight","gluteus_maximus, quadriceps","gastrocnemius, hamstrings","https://apilyfta.com/static/GymvisualMP4/47101201-Touchdown_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/47101201-Touchdown_Plyometrics_.png"
"Side Squat Walk","Body weight","tensor_fasciae_femoris","hip_adductors, gluteus_maximus, hamstrings, quadriceps","https://apilyfta.com/static/GymvisualMP4/48691201-Side-Squat-Walk_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/48691201-Side-Squat-Walk_Plyometrics_.png"
"Mountain Hops","Body weight","gluteus_maximus, quadriceps","gastrocnemius, hamstrings, obliques, rectus_abdominis, soleus","https://apilyfta.com/static/GymvisualMP4/49521201-Mountain-Hops_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/49521201-Mountain-Hops_Plyometrics_.png"
"Kneeling Back Rotation","Body weight","infraspinatus, obliques, teres_minor, trapezius, trapezius","deltoid_lateral, deltoids, rectus_abdominis","https://apilyfta.com/static/GymvisualMP4/50291201-Kneeling-Back-Rotation_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/50291201-Kneeling-Back-Rotation_Back_.png"
"Elbow to Elbow","Body weight","chest_clavicular_head","deltoid_anterior","https://apilyfta.com/static/GymvisualMP4/52811201-Elbow-to-Elbow-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/52811201-Elbow-to-Elbow-(female)_Chest_.png"
"Diagonal Opens","Body weight","chest_clavicular_head","deltoid_anterior, deltoid_lateral, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/52831201-Diagonal-Opens-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/52831201-Diagonal-Opens-(female)_Chest_.png"
"Double Knee To Toe Touch","Body weight","obliques, rectus_abdominis","iliopsoas, quadriceps","https://apilyfta.com/static/GymvisualMP4/52931201-Double-Knee-To-Toe-Touch-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/52931201-Double-Knee-To-Toe-Touch-(female)_Plyometrics_.png"
"Split Squat a padded stool Supported","Body weight","gluteus_maximus, quadriceps","soleus","https://apilyfta.com/static/GymvisualMP4/53551201-Split-Squat-a-padded-stool-Supported_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/53551201-Split-Squat-a-padded-stool-Supported_Thighs_.png"
"Lying Abduction Leg Raise on floor","Body weight","hip_adductors, iliopsoas, rectus_abdominis","gastrocnemius, hamstrings, quadriceps, sartorius, soleus","https://apilyfta.com/static/GymvisualMP4/53681201-Lying-Abduction-Leg-Raise-on-floor_Pilates_.mp4","https://apilyfta.com/static/GymvisualPNG/53681201-Lying-Abduction-Leg-Raise-on-floor_Pilates_.png"
"Side-to-Side Push-up","Body weight","chest_clavicular_head, triceps","deltoid_anterior","https://apilyfta.com/static/GymvisualMP4/54431201-Side-to-Side-Push-up-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/54431201-Lever-Pronated-Grip-Seated-Row-(plate-loaded)_Back.png"
"Dumbbell Single Arm Starfish Crunch","Dumbbell","iliopsoas, obliques, rectus_abdominis","deltoid_anterior, latissimus_dorsi, chest_clavicular_head, quadriceps, sartorius, teres_major","https://apilyfta.com/static/GymvisualMP4/54681201-Dumbbell-Single-Arm-Starfish-Crunch-(beginner)-(ma.mp4","https://apilyfta.com/static/GymvisualPNG/54681201-Dumbbell-Single-Arm-Starfish-Crunch-(beginner)-(ma.png"
"Standing Shoulders Full Flexion","Body weight","deltoid_anterior","biceps, chest_clavicular_head, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/55071201-Standing-Shoulders-Full-Flexion-(male)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/55071201-Standing-Shoulders-Full-Flexion-(male)_Shoulders_.png"
"Shuffle Hops","Body weight","gluteus_maximus, quadriceps","hip_adductors, hamstrings, soleus, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/55121201-Shuffle%20Hops_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/53551201-Split-Squat-a-padded-stool-Supported_Thighs_.png"
"Ski Runners","Body weight","gastrocnemius, gluteus_maximus, hamstrings, quadriceps","obliques, soleus","https://apilyfta.com/static/GymvisualMP4/55391201-Ski-Runners-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/55391201-Ski-Runners-(male)_Plyometrics_.png"
"Air Punches March","Body weight","deltoid_anterior, serratus_anterior","iliopsoas, obliques, quadriceps, rectus_abdominis, triceps","https://apilyfta.com/static/GymvisualMP4/55501201-Air-Punches-March-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/55501201-Air-Punches-March-(female)_Plyometrics_.png"
"Sitting Lateral Raise StepOut on a padded stool","Body weight","deltoid_lateral","deltoid_anterior, deltoids","https://apilyfta.com/static/GymvisualMP4/55671201-Sitting-Lateral-Raise-StepOut-on-a-padded-stool_Sh.mp4","https://apilyfta.com/static/GymvisualPNG/55671201-Sitting-Lateral-Raise-StepOut-on-a-padded-stool_Sh.png"
"Jumping Split Jack","Body weight","gluteus_maximus, quadriceps","hip_adductors, gastrocnemius, hamstrings, soleus","https://apilyfta.com/static/GymvisualMP4/55841201-Jumping-Split-Jack-(Male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/55841201-Jumping-Split-Jack-(Male)_Plyometrics_.png"
"Cross Body Punch Jack","Body weight","deltoid_anterior, obliques","deltoid_lateral, rectus_abdominis, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/55851201-Cross-Body-Punch-Jack-(Male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/55851201-Cross-Body-Punch-Jack-(Male)_Plyometrics_.png"
"Swimming Side Steps","Body weight",,"hip_adductors, obliques","https://apilyfta.com/static/GymvisualMP4/56051201-Swimming-Side-Steps-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/56051201-Swimming-Side-Steps-(female)_Plyometrics_.png"
"Alternating Ankle Touch","Body weight","obliques, rectus_abdominis","quadriceps","https://apilyfta.com/static/GymvisualMP4/56381201-Alternating-Ankle-Touch-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/56381201-Alternating-Ankle-Touch-(male)_Plyometrics_.png"
"Stepjack Front Raise","Body weight","deltoid_anterior, deltoid_lateral","gluteus_maximus, hamstrings, quadriceps","https://apilyfta.com/static/GymvisualMP4/56391201-Stepjack-Front-Raise-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/56391201-Stepjack-Front-Raise-(male)_Plyometrics_.png"
"Rope Pull Side Step","Body weight","obliques","deltoid_anterior, quadriceps, rectus_abdominis","https://apilyfta.com/static/GymvisualMP4/56811201-Rope-Pull-Side-Step-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/55681201-Training-Level-(male)_.png"
"Bodyweight Woodchoppers","Body weight","obliques, rectus_abdominis","deltoid_anterior, deltoid_lateral, gluteus_maximus, latissimus_dorsi, quadriceps","https://apilyfta.com/static/GymvisualMP4/56861201-Bodyweight-Woodchoppers-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/56861201-Bodyweight-Woodchoppers-(female)_Plyometrics_.png"
"Band Straight Back Stiff Leg Deadlift","Band","gluteus_maximus, hamstrings",,"https://apilyfta.com/static/GymvisualMP4/57501201-Band-Straight-Back-Stiff-Leg-Deadlift-(female)_Hip.mp4","https://apilyfta.com/static/GymvisualPNG/57501201-Band-Straight-Back-Stiff-Leg-Deadlift-(female)_Hip.png"
"Ballerina Side Bends","Stability ball","obliques, rectus_abdominis","quadriceps","https://apilyfta.com/static/GymvisualMP4/59591201-Ballerina-Side-Bends-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/59591201-Ballerina-Side-Bends-(female)_Waist__GREEN.png"
"Lateral Shuffle Crunches","Body weight","obliques, rectus_abdominis","quadriceps","https://apilyfta.com/static/GymvisualMP4/59621201-Lateral-Shuffle-Crunches-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/59621201-Lateral-Shuffle-Crunches-(female)_Plyometrics__GREEN.png"
"Behind the Back Clap","Body weight","deltoid_lateral, deltoids","trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/59961201-Behind-the-Back-Clap-(female)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/59961201-Behind-the-Back-Clap-(female)_Chest__GREEN.png"
"Back Kick Heel Touches","Body weight","gluteus_maximus, hamstrings","quadriceps","https://apilyfta.com/static/GymvisualMP4/60901201-Back-Kick-Heel-Touches-(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/60901201-Back-Kick-Heel-Touches-(female)_Plyometrics__GREEN.png"
"Side Lying T Thigh Raise","Body weight",,"tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/61061201-Side-Lying-T-Thigh-Raise-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/61061201-Side-Lying-T-Thigh-Raise-(male)_Hips__GREEN.png"
"Recumbent Hip External Rotator and Hip Extensor Stretch","Body weight","gluteus_maximus","hamstrings","https://apilyfta.com/static/GymvisualMP4/61651201-Recumbent-Hip-External-Rotator-and-Hip-Extensor-St.mp4","https://apilyfta.com/static/GymvisualPNG/61651201-Recumbent-Hip-External-Rotator-and-Hip-Extensor-St_GREEN.png"
"Eagle Arms","Body weight","deltoids, trapezius","infraspinatus, triceps","https://apilyfta.com/static/GymvisualMP4/61691201-Eagle-Arms-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/61691201-Eagle-Arms-(female)_Stretching__GREEN.png"
"Sitting Neck Stretch","Body weight","trapezius",,"https://apilyfta.com/static/GymvisualMP4/61701201-Sitting-Neck-Stretch-(female)_Neck_.mp4","https://apilyfta.com/static/GymvisualPNG/61701201-Sitting-Neck-Stretch-(female)_Neck__GREEN.png"
"Kettlebell Lying on Floor Rear Delt Raise","Kettlebell","deltoids","deltoid_lateral, trapezius","https://apilyfta.com/static/GymvisualMP4/61901201-Kettlebell-Lying-on-Floor-Rear-Delt-Raise_Shoulder.mp4","https://apilyfta.com/static/GymvisualPNG/61901201-Kettlebell-Lying-on-Floor-Rear-Delt-Raise_Shoulder_GREEN.png"
"Lying Butt Curl","Body weight","gluteus_maximus, hamstrings","gastrocnemius","https://apilyfta.com/static/GymvisualMP4/64121201-Lying-Butt-Curl-(female)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/51641201-Lateral-Cone-Hop_Plyometrics_.png"
"Standing Elbow Crossover Raise","Body weight","deltoid_anterior, chest_clavicular_head","obliques, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/64451201-Standing-Elbow-Crossover-Raise-(female)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/64451201-Standing-Elbow-Crossover-Raise-(female)_Shoulders__GREEN.png"
"Bosu Ball Step-up High Knee Air Twist","Bosu ball","gluteus_maximus, obliques, quadriceps, rectus_abdominis","hip_adductors, hamstrings","https://apilyfta.com/static/GymvisualMP4/64521201-Bosu-Ball-Step-up-High-Knee-Air-Twist-(male)_Plyom.mp4","https://apilyfta.com/static/GymvisualPNG/64521201-Bosu-Ball-Step-up-High-Knee-Air-Twist-(male)_Plyom_GREEN.png"
"Side Lying Heel and Knee Taps","Body weight","tensor_fasciae_femoris","gluteus_maximus, obliques","https://apilyfta.com/static/GymvisualMP4/65871201-Side-Lying-Heel-and-Knee-Taps-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/65871201-Side-Lying-Heel-and-Knee-Taps-(male)_Hips__GREEN.png"
"Lateral Elbow Plank Walk","Body weight","deltoid_lateral, serratus_anterior","deltoid_anterior, obliques, rectus_abdominis, triceps","https://apilyfta.com/static/GymvisualMP4/66611201-Lateral-Elbow-Plank-Walk-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/66611201-Lateral-Elbow-Plank-Walk-(male)_Waist__GREEN.png"
"Squat Side-up Hook Punch","Body weight","deltoid_anterior, deltoid_lateral, gluteus_maximus, quadriceps","hamstrings, obliques, triceps","https://apilyfta.com/static/GymvisualMP4/66621201-Squat-Side-up-Hook-Punch-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/66621201-Squat-Side-up-Hook-Punch-(male)_Plyometrics__GREEN.png"
"Single Arm Punch and Side Knee Raise","Body weight","deltoid_anterior, obliques, rectus_abdominis","hip_adductors, deltoid_lateral, quadriceps, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/66651201-Single-Arm-Punch-and-Side-Knee-Raise-(male)_Plyome.mp4","https://apilyfta.com/static/GymvisualPNG/66651201-Single-Arm-Punch-and-Side-Knee-Raise-(male)_Plyome_GREEN.png"
"Side Step Upright Row","Body weight","deltoid_lateral, trapezius","biceps, deltoid_anterior, serratus_anterior, trapezius","https://apilyfta.com/static/GymvisualMP4/66661201-Side-Step-Upright-Row-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/66661201-Side-Step-Upright-Row-(male)_Plyometrics__GREEN.png"
"Lateral Swing and Knee Raise","Body weight","obliques, rectus_abdominis","deltoid_lateral, gluteus_maximus, quadriceps","https://apilyfta.com/static/GymvisualMP4/66751201-Lateral-Swing-and-Knee-Raise(female)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/66751201-Lateral-Swing-and-Knee-Raise(female)_Plyometrics__GREEN.png"
"Lying Alternate Bent Leg Raise","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps","https://apilyfta.com/static/GymvisualMP4/67191201-Lying-Alternate-Bent-Leg-Raise-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/67191201-Lying-Alternate-Bent-Leg-Raise-(female)_Waist__GREEN.png"
"Kettlebell Incline Alternate Curl","Kettlebell","biceps","brachialis, brachioradialis, deltoid_anterior","https://apilyfta.com/static/GymvisualMP4/68191201-Kettlebell-Incline-Alternate-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/68191201-Kettlebell-Incline-Alternate-Curl_Upper-Arms__GREEN.png"
"Kettlebell Incline Inner Biceps Curl","Kettlebell","biceps","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/68221201-Kettlebell-Incline-Inner-Biceps-Curl_Upper-Arms_.mp4","https://apilyfta.com/static/GymvisualPNG/68221201-Kettlebell-Incline-Inner-Biceps-Curl_Upper-Arms__GREEN.png"
"Burpee Tuck Jump","Body weight","deltoid_anterior, gluteus_maximus, quadriceps","gastrocnemius, hamstrings, obliques, rectus_abdominis, soleus, triceps","https://apilyfta.com/static/GymvisualMP4/68611201-Burpee-Tuck-Jump-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/56861201-Bodyweight-Woodchoppers-(female)_Plyometrics_.png"
"Side Knee Leg Raise Pressdown","Body weight",,"obliques, tensor_fasciae_femoris","https://apilyfta.com/static/GymvisualMP4/68871201-Side-Knee-Leg-Raise-Pressdown-(female)_Plyometrics.mp4","https://apilyfta.com/static/GymvisualPNG/68871201-Side-Knee-Leg-Raise-Pressdown-(female)_Plyometrics_GREEN.png"
"Uneven Pull-up","Body weight","biceps, latissimus_dorsi","brachialis, brachioradialis, deltoid_anterior, deltoid_lateral, teres_major, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/69611201-Uneven-Pull-up-(male)_Back_.mp4","https://apilyfta.com/static/GymvisualPNG/69611201-Uneven-Pull-up-(male)_Back_GREEN.png"
"Toe Tap Split Jump","Body weight","gluteus_maximus, quadriceps","hamstrings","https://apilyfta.com/static/GymvisualMP4/69831201-Toe-Tap-Split-Jump-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/69831201-Toe-Tap-Split-Jump-(male)_Plyometrics_GREEN.png"
"Dumbbell One Arm Wrist Curl","Dumbbell","wrist_flexors","brachialis, brachioradialis","https://apilyfta.com/static/GymvisualMP4/69971201-Dumbbell-One-Arm-Wrist-Curl-(female)_Forearms_.mp4","https://apilyfta.com/static/GymvisualPNG/69971201-Dumbbell-One-Arm-Wrist-Curl-(female)_Forearms_GREEN.png"
"Dumbbell Incline Front Raise","Dumbbell","deltoid_anterior","deltoid_lateral, chest_clavicular_head, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_GREEN.png"
"Rolling Plank","Body weight","obliques, rectus_abdominis","deltoid_anterior, deltoid_lateral, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/71241201-Rolling-Plank-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/71241201-Rolling-Plank-(female)_Waist_GREEN.png"
"Lying Alternating Knee Tuck","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps","https://apilyfta.com/static/GymvisualMP4/71311201-Lying-Alternating-Knee-Tuck-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/47131201-Alternate-Front-Kick-in-Place_Plyometrics_.png"
"Jumping Jack Toe Touch","Body weight","deltoid_anterior, deltoid_lateral, gluteus_maximus, quadriceps, rectus_abdominis","gastrocnemius, hamstrings, obliques, soleus, tibias","https://apilyfta.com/static/GymvisualMP4/71461201-Jumping-Jack-Toe-Touch-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/71461201-Jumping-Jack-Toe-Touch-(male)_Plyometrics_GREEN.png"
"Diver Plank Jack","Body weight","obliques, rectus_abdominis","deltoid_anterior, gluteus_maximus, quadriceps, triceps","https://apilyfta.com/static/GymvisualMP4/71471201-Diver-Plank-Jack-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/71471201-Diver-Plank-Jack-(male)_Plyometrics_GREEN.png"
"Prisoner High Knee","Body weight","iliopsoas, quadriceps","gluteus_maximus, obliques, rectus_abdominis","https://apilyfta.com/static/GymvisualMP4/71861201-Prisoner-High-Knee-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/71861201-Prisoner-High-Knee-(male)_Plyometrics_GREEN.png"
"Planked Side Toe Tap","Body weight","obliques, rectus_abdominis","deltoid_anterior, quadriceps","https://apilyfta.com/static/GymvisualMP4/72191201-Planked-Side-Toe-Tap-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/72191201-Planked-Side-Toe-Tap-(male)_Waist_GREEN.png"
"Dumbbell Sumo Squat Front Raise","Dumbbell","deltoid_anterior, gluteus_maximus, quadriceps","hip_adductors, deltoid_lateral, hamstrings, obliques","https://apilyfta.com/static/GymvisualMP4/72671201-Dumbbell-Sumo-Squat-Front-Raise-(male)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/72671201-Dumbbell-Sumo-Squat-Front-Raise-(male)_Thighs_GREEN.png"
"Wide Plank Side Tap","Body weight","deltoid_anterior, rectus_abdominis","gluteus_maximus, obliques, quadriceps, triceps","https://apilyfta.com/static/GymvisualMP4/73421201-Wide-Plank-Side-Tap-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/73421201-Wide-Plank-Side-Tap-(male)_Waist_GREEN.png"
"Barbell Lunge Twist","Barbell","gluteus_maximus, obliques, quadriceps","gastrocnemius, hamstrings, soleus","https://apilyfta.com/static/GymvisualMP4/73631201-Barbell-Lunge-Twist-(male)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/73631201-Barbell-Lunge-Twist-(male)_Thighs_GREEN.png"
"Bodyweight Rear Lunge Twist","Body weight","gluteus_maximus, hamstrings, obliques, quadriceps","gastrocnemius, soleus","https://apilyfta.com/static/GymvisualMP4/73641201-Bodyweight-Rear-Lunge-Twist-(male)_Thighs_.mp4","https://apilyfta.com/static/GymvisualPNG/73641201-Bodyweight-Rear-Lunge-Twist-(male)_Thighs_GREEN.png"
"Bent Arm Lift","Body weight","biceps, deltoid_anterior, deltoid_lateral","brachialis, brachioradialis, trapezius","https://apilyfta.com/static/GymvisualMP4/73691201-Bent-Arm-Lift-(female)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/73691201-Bent-Arm-Lift-(female)_Shoulders_GREEN.png"
"Aztec Push-up","Body weight","deltoid_anterior, triceps","obliques, rectus_abdominis, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/74641201-Aztec-Push-up-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/74641201-Aztec-Push-up-(male)_Waist_GREEN.png"
"Dumbbell Lateral Walk","Dumbbell","tensor_fasciae_femoris","gluteus_maximus, quadriceps","https://apilyfta.com/static/GymvisualMP4/74811201-Dumbbell-Lateral-Walk-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/57481201-Step-on-Spot-(female)_Cardio_.png"
"Glute Bridge Abduction against Wall","Body weight","gluteus_maximus","hamstrings, quadriceps","https://apilyfta.com/static/GymvisualMP4/74911201-Glute-Bridge-Abduction-against-Wall-(male)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/74911201-Glute-Bridge-Abduction-against-Wall-(male)_Hips_GREEN.png"
"Crocodile Crawl","Body weight","biceps, deltoid_anterior, obliques, chest_clavicular_head, rectus_abdominis","gluteus_maximus, latissimus_dorsi, quadriceps, serratus_anterior, triceps, wrist_flexors","https://apilyfta.com/static/GymvisualMP4/75991201-Crocodile-Crawl-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/75991201-Crocodile-Crawl-(male)_Plyometrics_GREEN.png"
"Underhand Circle Draw","Body weight","biceps, brachialis, brachioradialis","deltoid_anterior, deltoid_lateral, deltoids, chest_clavicular_head, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/76351201-Underhand-Circle-Draw-(male)_Shoulders_.mp4","https://apilyfta.com/static/GymvisualPNG/76351201-Underhand-Circle-Draw-(male)_Shoulders_GREEN.png"
"Criss Cross Arms Prayer Push","Body weight","triceps","deltoid_anterior, obliques, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_GREEN.png"
"Split Jump Twist Row","Body weight","gluteus_maximus, latissimus_dorsi, quadriceps","deltoid_anterior, hamstrings, obliques","https://apilyfta.com/static/GymvisualMP4/76451201-Split-Jump-Twist-Row-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/76451201-Split-Jump-Twist-Row-(male)_Plyometrics_GREEN.png"
"Air Bike on a Chair","Body weight","gluteus_maximus, quadriceps","gastrocnemius, hamstrings, obliques, rectus_abdominis, soleus","https://apilyfta.com/static/GymvisualMP4/76631201-Air-Bike-on-a-Chair-(female)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/76631201-Air-Bike-on-a-Chair-(female)_Waist_GREEN.png"
"Flutter on a Chair","Body weight","iliopsoas, rectus_abdominis","obliques, quadriceps","https://apilyfta.com/static/GymvisualMP4/76651201-Flutter-on-a-Chair-(female)_Hips_.mp4","https://apilyfta.com/static/GymvisualPNG/76651201-Flutter-on-a-Chair-(female)_Hips_GREEN.png"
"Trunk Twist Hop","Body weight","obliques, rectus_abdominis","gluteus_maximus, hamstrings, quadriceps","https://apilyfta.com/static/GymvisualMP4/76741201-Trunk-Twist-Hop-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/76741201-Trunk-Twist-Hop-(male)_Plyometrics_GREEN.png"
"Twist Knee Drive","Body weight","obliques, rectus_abdominis","gluteus_maximus, quadriceps","https://apilyfta.com/static/GymvisualMP4/77391201-Twist-Knee-Drive-(male)_Plyometrics_.mp4","https://apilyfta.com/static/GymvisualPNG/77391201-Twist-Knee-Drive-(male)_Plyometrics_GREEN.png"
"Body Rock to Down Dog","Body weight","deltoid_anterior, deltoid_lateral, deltoids, triceps","gluteus_maximus, hamstrings, obliques, chest_clavicular_head, rectus_abdominis","https://apilyfta.com/static/GymvisualMP4/77631201-Body-Rock-to-Down-Dog-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/77631201-Body-Rock-to-Down-Dog-(female)_Stretching_GREEN.png"
"Kneeling Stay Forward Wheel Rollout","Body weight","obliques, rectus_abdominis",,"https://apilyfta.com/static/GymvisualMP4/77711201-Kneeling-Stay-Forward-Wheel-Rollout-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/57771201-Glute-Ham-Raise-(VERSION-2)-(female)_Thighs_.png"
"Elbow To Knee Decline Side Plank","Body weight","obliques, rectus_abdominis","deltoid_anterior, quadriceps","https://apilyfta.com/static/GymvisualMP4/78061201-Elbow-To-Knee-Decline-Side-Plank-(male)_Waist_.mp4","https://apilyfta.com/static/GymvisualPNG/78061201-Elbow-To-Knee-Decline-Side-Plank-(male)_Waist_GREEN.png"
"Prone Thoracic Rotation","Body weight","obliques","deltoids, trapezius, trapezius","https://apilyfta.com/static/GymvisualMP4/79111201-Prone-Thoracic-Rotation-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/77911201-Forward-Head-Posture-Hold-(female)_Stretching_GREEN.png"
"Cable Single Arm Bench Press","Cable","chest_clavicular_head","deltoid_anterior, serratus_anterior, triceps","https://apilyfta.com/static/GymvisualMP4/79321201-Cable-Single-Arm-Bench-Press_Chest_.mp4","https://apilyfta.com/static/GymvisualPNG/79321201-Cable-Single-Arm-Bench-Press_Chest_GREEN.png"
"Side to Side Knee Hugs","Body weight","gluteus_maximus, hamstrings, quadriceps","hip_adductors, sartorius","https://apilyfta.com/static/GymvisualMP4/79661201-Side-to-Side-Knee-Hugs-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/79661201-Side-to-Side-Knee-Hugs-(female)_Stretching_GREEN.png"
"High Lunge to Warrior I Pose","Body weight","gluteus_maximus, hamstrings, quadriceps","deltoid_anterior, gastrocnemius, rectus_abdominis, soleus","https://apilyfta.com/static/GymvisualMP4/79701201-High-Lunge-to-Warrior-I-Pose-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/79701201-High-Lunge-to-Warrior-I-Pose-(female)_Stretching_GREEN.png"
"Smith Frankenstein Squat","Smith machine","quadriceps","hip_adductors",,"https://apilyfta.com/static/GymvisualPNG/15941101-Smith-Frankenstein-Squat_Thighs_small.png"
"Body muscles. Back view","Body weight","latissimus_dorsi, quadriceps, serratus_anterior, trapezius, trapezius, trapezius","hip_adductors, brachioradialis, gastrocnemius, infraspinatus, obliques, rectus_abdominis",,"https://apilyfta.com/static/GymvisualPNG/08761101-Biceps_small.png"
"Body muscles. Female. Front view","Body weight",,,,"https://apilyfta.com/static/GymvisualPNG/08881101-Biceps_small.png"
"Body muscles. Female. Back view","Body weight","latissimus_dorsi, serratus_anterior, tensor_fasciae_femoris, trapezius, trapezius","hip_adductors, biceps, brachialis, brachioradialis, gastrocnemius, hamstrings, iliopsoas, infraspinatus, quadriceps, rectus_abdominis, sartorius, teres_minor, trapezius, triceps",,"https://apilyfta.com/static/GymvisualPNG/08891101-Biceps_small.png"
"Hero Pose Virasana","Body weight","trapezius","gluteus_maximus, serratus_anterior","https://apilyfta.com/static/GymvisualMP4/09541201-Hero-Pose-Virasana-(female)_Stretching_.mp4","https://apilyfta.com/static/GymvisualPNG/09541101-Hero-Pose-Virasana_small.png"
